"","Bil.","No..Daftar","No..Lesen","Nama.Pemegang.Lesen","Nama.Premis","Alamat.Premis","Tarikh.Lesen.Dikeluarkan","Tarikh.Kuatkuasa.Lesen","Tarikh.Luput.Lesen","Tarikh.Pembatalan.lesen","Jenis.Perniagaan","latitude","longitude","geo_method"
"175",175,"PA0175/2021",23260,"CHAN JEH HUEI","HOLARCHEM SDN. BHD. [HOLARCHEM SDN. BHD.]","78,Jalan Sungai Daun, Taman Nibong Tebal Jaya,14300,Nibong Tebal,Seberang Perai Selatan,Pulau Pinang","9/11/2020","1/1/2021","31/12/2021","","Borong",5.1775975,100.4756431,"google"
"176",176,"PA0176/2021",23261,"KHOO BOO HONG","NEW HEALTH CARE PHARMACY SDN BHD [NEW HEALTH CARE PHARMACY SDN BHD]","1G,Jalan Macalister,11600,Georgetown,Timur Laut,Pulau Pinang","9/11/2020","1/1/2021","31/12/2021","","Runcit",5.4155375,100.3256379,"osm"
"177",177,"PA0177/2021",23262,"WONG WEI JIUN","Natural Healthy Living Sdn. Bhd.","Wisma GAMA, No.1 (Tingkat Bawah),Jalan Dato Keramat,10150,Georgetown,Timur Laut,Pulau Pinang","9/11/2020","1/1/2021","31/12/2021","","Runcit",5.4137612,100.3282894,"google"
"178",178,"PA0178/2021",23264,"LIM JOE ANN","ALPRO ALLIANCE (PENANG) SDN BHD [FARMASI ALPRO]","10,12,Jalan Tembikai, Taman Mutiara,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","9/11/2020","1/1/2021","31/12/2021","","Runcit",5.364598,100.444638,"google"
"179",179,"PA0179/2021",23265,"DAVID LIM DE WEI","Mega Kulim Pharmacy Sdn Bhd [Mega Kulim Farmasi]","No 7,,Jalan Usahawan 4, Pusat Perniagaan Kepala Batas,13200,Kepala Batas,Seberang Perai Utara,Pulau Pinang","9/11/2020","1/1/2021","31/12/2021","","Runcit",5.517095,100.432248,"google"
"180",180,"PA0180/2021",23266,"YIP CHEEN","Lim Seng Pharmachem Sdn Bhd [Lim Seng Pharmachem Sdn Bhd]","2692,Tingkat Perusahaan 6, Kawasan Perusahaan Perai,13600,Perai,Seberang Perai Tengah,Pulau Pinang","9/11/2020","1/1/2021","31/12/2021","","Borong",5.3546031,100.4014979,"google"
"181",181,"PA0181/2021",23267,"HONG SIEW KOON","VA Solution Sdn Bhd [VA Solution Sdn Bhd]","3,Jalan Sungai Tiram 4,11900,Bayan Lepas,Barat Daya,Pulau Pinang","9/11/2020","1/1/2021","31/12/2021","","Borong",5.3009399,100.2714372,"osm"
"182",182,"PA0182/2021",23268,"WINNIE TAN SZE HUI","ALPRO ALLIANCE (PENANG) SDN BHD [FARMASI ALPRO]","5-G-3A, THE PROMENADE,Persiaran Mahsuri, Bandar Bayan Baru,11950,Bayan Lepas,Barat Daya,Pulau Pinang","9/11/2020","1/1/2021","31/12/2021","","Runcit",5.3247107,100.2825698,"google"
"183",183,"PA0183/2021",23269,"FONG JIE YING","BAGAN SPECIALIST CENTRE SDN. BHD.","N/A,Jalan Bagan 1,13400,Butterworth,Seberang Perai Utara,Pulau Pinang","9/11/2020","1/1/2021","31/12/2021","","Runcit",5.4146104,100.3849616,"osm"
"184",184,"PA0184/2021",23270,"OOI KIEM BOO","Pure Pharmacy Sdn Bhd","298, Ground Floor,Jalan Jelutong,11600,Jelutong,Timur Laut,Pulau Pinang","9/11/2020","1/1/2021","31/12/2021","","Runcit",5.3955425,100.317763,"google"
"185",185,"PA0185/2021",23271,"FARAH ADILLA BINTI MOHD JASNI","PENANG SPECIALIST HOSPITAL SDN BHD [KPJ PENANG SPECIALIST HOSPITAL]","570,Jalan Perda Utama, Bandar Perda,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","9/11/2020","1/1/2021","31/12/2021","","Runcit",5.3685091,100.4414791,"osm"
"186",186,"PA0186/2021",23272,"WONG YENG YENG","THE PILL HOUSE PHARMACY SDN. BHD. [GEORGETOWN PHARMACY]","598-GF-08, MENARA ASAS,Jalan Tanjung Bungah,11200,Tanjong Bungah,Timur Laut,Pulau Pinang","9/11/2020","1/1/2021","31/12/2021","","Runcit",5.465103,100.284042,"google"
"187",187,"PA0187/2021",23273,"NG YEN PING","YENHER AGRO PRODUCTS SDN BHD","1628,Jalan IKS Simpang Ampat 1, Taman IKS Simpang Ampat,14100,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang","9/11/2020","1/1/2021","31/12/2021","","Borong & Runcit",5.259029,100.476673,"osm"
"188",188,"PA0188/2021",23274,"LAW CHUIN YEE","ALPRO ALLIANCE (PENANG) SDN BHD [FARMASI ALPRO]","52A,Lintang Angsana,11500,Air Itam,Timur Laut,Pulau Pinang","9/11/2020","1/1/2021","31/12/2021","","Borong & Runcit",5.3890118,100.2821053,"google"
"189",189,"PA0189/2021",23275,"OOI YI ZHI","Wellings Pill House (TG) Pharmacy Sdn. Bhd. [Georgetown Pharmacy]","1-F-16 & 16A, Tesco Tanjung Pinang,Jalan Tanjung Tokong,10470,Georgetown,Timur Laut,Pulau Pinang","9/11/2020","1/1/2021","31/12/2021","9/4/2021","Runcit",5.4589372,100.3087485,"google"
"190",190,"PA0190/2021",23276,"ONG HOAY LING","Wellings Pill House (TG) Pharmacy Sdn. Bhd. [Georgetown Pharmacy]","1-F-16 & 16A, Tesco Tanjung Pinang,Jalan Tanjung Tokong,10470,Georgetown,Timur Laut,Pulau Pinang","9/11/2020","1/1/2021","31/12/2021","","Runcit",5.4589372,100.3087485,"google"
"191",191,"PA0191/2021",23277,"TEOH HOCK GUAN","Guardian Health And Beauty Sdn. Bhd. [Guardian Pharmacy]","1-1-17 & 1-1-18 E-GATE,Lebuh Tunku Kudin 2,11700,Gelugor,Timur Laut,Pulau Pinang","9/11/2020","1/1/2021","31/12/2021","","Runcit",5.375986,100.3153234,"google"
"192",192,"PA0192/2021",23278,"WONG YOKE LAY","Healthworld Pharmacy Sdn Bhd [Healthworld Pharmacy Sdn Bhd]","No. 10 (Groundfloor),Jalan Pekaka Satu, Taman Pekaka,11700,Gelugor,Timur Laut,Pulau Pinang","9/11/2020","1/1/2021","31/12/2021","","Runcit",5.349544,100.295164,"google"
"193",193,"PA0193/2021",23279,"SYLVIA WONG KING YIENG","Adventist Hospital & Clinic Services (M) [Penang Adventist Hospital]","465,Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang","10/11/2020","1/1/2021","31/12/2021","","Runcit",5.4314119,100.304825698411,"osm"
"194",194,"PA0194/2021",23280,"MOHAMMAD HALIM BIN HABIBUR RAHMAN","FARMASI AIR TAWAR SDN BHD [FARMASI AIR TAWAR M-CARE]","4962,Bagan Ajam,13000,Butterworth,Seberang Perai Utara,Pulau Pinang","10/11/2020","1/1/2021","31/12/2021","","Runcit",5.4427154,100.3817056,"osm"
"195",195,"PA0195/2021",23281,"OOI LIANG SAN","SUNRISE HOMECARE PHARMACY SDN BHD [SUNRISE HOMECARE PHARMACY]","1-1-16 KENARI AVENUE,Tingkat Kenari 5,11900,Bayan Lepas,Barat Daya,Pulau Pinang","10/11/2020","1/1/2021","31/12/2021","","Runcit",5.3190734,100.2687415,"google"
"196",196,"PA0196/2021",23282,"TEOH LOO HOANG","Bagan Specialist Centre Sdn Bhd [Bagan Specialist Centre]","N/A,Jalan Bagan 1,13400,Butterworth,Seberang Perai Utara,Pulau Pinang","10/11/2020","1/1/2021","31/12/2021","","Runcit",5.4146104,100.3849616,"osm"
"197",197,"PA0197/2021",23283,"OOI LAY CHEN","Watson's Personal Care Stores Sdn. Bhd. [Watson]","33-G-50, Ground Floor, Prangin Mall,Jalan Dr.Lim Chwee Leong,10100,Georgetown,Timur Laut,Pulau Pinang","10/11/2020","1/1/2021","31/12/2021","","Runcit",5.414569,100.332346,"google"
"198",198,"PA0198/2021",23284,"GOH YEW YIK","City Healthcare Pharmacy (BM) Sdn Bhd","230,Jalan Pasar,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","10/11/2020","1/1/2021","31/12/2021","","Runcit",5.315097,100.4429121,"osm"
"199",199,"PA0199/2021",23285,"ONG JYH KHEONG","WINWA MEDICAL SDN BHD","1952,Lorong IKS Bukit Minyak 3, Taman IKS Bukit Minyak,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","10/11/2020","1/1/2021","31/12/2021","","Borong",5.3285689,100.4586535,"google"
"200",200,"PA0200/2021",23286,"SZE KWONG YEW","Pelangi Vet Pharma Sdn Bhd [Pelangi Vet Pharma Sdn Bhd]","Lot 8,Perda Industrial Park, Lorong IKS Simpang Ampat B,14100,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang","10/11/2020","1/1/2021","31/12/2021","","Borong",5.2634338,100.4755822,"google"
"201",201,"PA0201/2021",23287,"TOH MING JIAN","ECO PHARMACY [ECO PHARMACY]","NO. 6870, GROUND FLOOR,,Jalan Raja Uda,12300,Butterworth,Seberang Perai Tengah,Pulau Pinang","10/11/2020","1/1/2021","31/12/2021","","Runcit",5.4263031,100.3832466,"google"
"202",202,"PA0202/2021",23288,"OI SIEW LEIN","DYNAPHARM (M) SDN BHD","2497, MK 1,Lorong Perusahaan Baru 5, Kawasan Perusahaan Perai 3,13600,Perai,Seberang Perai Tengah,Pulau Pinang","10/11/2020","1/1/2021","31/12/2021","","Borong",5.364259,100.405788,"google"
"203",203,"PA0203/2021",23289,"SOO YUE YIN","BAGAN SPECIALIST CENTRE SDN. BHD.","N/A,Jalan Bagan 1,13400,Butterworth,Seberang Perai Utara,Pulau Pinang","10/11/2020","1/1/2021","31/12/2021","","Runcit",5.4146104,100.3849616,"osm"
"204",204,"PA0204/2021",23290,"GOH YI WEN","The Pill House Pharmacy Sdn Bhd [Georgetown Pharmacy]","306-D-1,Jalan Dato Ismail Hashim,11900,Sungai Ara,Barat Daya,Pulau Pinang","10/11/2020","1/1/2021","31/12/2021","","Runcit",5.325652,100.2715209,"google"
"205",205,"PA0205/2021",23293,"YEAP HWAI LIANG","FARMASI CITY CARE SDN. BHD. [FARMASI MEDIPRO]","NO. 7,9,11-G,Lorong Usahaniaga 4, Taman Usahaniaga,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","13/11/2020","1/1/2021","31/12/2021","","Borong & Runcit",5.3617942,100.4667223,"google"
"206",206,"PA0206/2021",23294,"LEE KENG KHEAN","MACALLUM PHARMACY SDN BHD [FARMASI MACALLUM PHARMACY SDN BHD]","8-G-4S, KOMPLEKS PULAU MUTIARA,Gat Lebuh Macallum,10300,Georgetown,Timur Laut,Pulau Pinang","13/11/2020","1/1/2021","31/12/2021","","Runcit",5.406396,100.335055,"google"
"207",207,"PA0207/2021",23295,"LIM KELVIN","The Pill House Pharmacy Sdn Bhd [Georgetown Pharmacy]","306-D-1,Jalan Dato Ismail Hashim,11900,Sungai Ara,Barat Daya,Pulau Pinang","13/11/2020","1/1/2021","31/12/2021","","Runcit",5.325652,100.2715209,"google"
"208",208,"PA0208/2021",23296,"WONG CHENG YEE","Well Chemist & Healthcare [Well Chemist & Healthcare]","6479, 1st Floor,Jalan Raja Uda,12300,Butterworth,Seberang Perai Utara,Pulau Pinang","13/11/2020","1/1/2021","31/12/2021","","Borong",5.4356389,100.3861251,"google"
"209",209,"PA0209/2021",23297,"LEE KAI WEI","Mega Kulim Pharmacy Sdn Bhd [Mega Kulim Farmasi]","3332 & 3333,Jalan Perniagaan, Pusat Perniagaan Alma,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","13/11/2020","1/1/2021","31/12/2021","","Runcit",5.3338678,100.4814284,"google"
"210",210,"PA0210/2021",23298,"LEE CHIA LING","GR2 Pharmacy Sdn Bhd [Gold River Pharmacy]","9,Lorong Sungai Emas,11100,Batu Ferringhi,Timur Laut,Pulau Pinang","13/11/2020","1/1/2021","31/12/2021","","Runcit",5.4755814,100.2529611,"google"
"211",211,"PA0211/2021",23299,"NGIENG HSERN CHUI","Watson's Personal Care Stores Sdn. Bhd","182-3-16 & 17 (Tingkat 3) 1st Avenue,Jalan Magazine,10300,Georgetown,Timur Laut,Pulau Pinang","13/11/2020","1/1/2021","31/12/2021","","Runcit",5.4130283,100.3311863,"google"
"212",212,"PA0212/2021",23300,"TANG MIN WAI","H & H PHARMACY [HH PHARMACY]","NO. 29,Jalan Bukit Minyak 2, Taman Bukit Minyak,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","13/11/2020","1/1/2021","31/12/2021","","Runcit",5.3270892,100.4441606,"osm"
"213",213,"PA0213/2021",23301,"TEU SIEW LIAN","NATURE-CARE PHARMACY SDN BHD [FARMASI MCARE]","19,Lorong Mahsuri 7,11950,Bayan Lepas,Barat Daya,Pulau Pinang","13/11/2020","1/1/2021","31/12/2021","","Runcit",5.3299974,100.2916815,"google"
"214",214,"PA0214/2021",23302,"LAM YEE CHERN","Adventist Hospital & Clinic Services (M) [Penang Adventist Hospital]","465,Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang","13/11/2020","1/1/2021","31/12/2021","","Runcit",5.4314119,100.304825698411,"osm"
"215",215,"PA0215/2021",23303,"NICHOLAS TAY JIUN YAO","FARMASI CITY CARE SDN BHD","no.60,Jalan Lembah Permai 4,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","13/11/2020","1/1/2021","31/12/2021","","Runcit",5.3487876,100.4569558,"osm"
"216",216,"PA0216/2021",23304,"IRENE GOH","Nutri Pharmax Sdn Bhd","6,Lorong Serunai 1, Valdor Sungai Bakap,14200,Sungai Jawi,Seberang Perai Selatan,Pulau Pinang","13/11/2020","1/1/2021","31/12/2021","","Borong",5.2432718,100.4815153,"google"
"217",217,"PA0217/2021",23305,"WONG MEI FONG","FARMASI SRI NIBONG SDN BHD [GEORGETOWN PHARMACY]","52,Jalan Mahsuri,11950,Bayan Baru,Barat Daya,Pulau Pinang","13/11/2020","1/1/2021","31/12/2021","9/4/2021","Runcit",5.3269491,100.2858152,"osm"
"218",218,"PA0218/2021",23306,"MUHAMMAD SYAKIR BIN SAPARMAN","WELLINGS PHARMACY SDN BHD [WELLINGS PHARMACY]","294,Jalan Macalister,10450,Georgetown,Timur Laut,Pulau Pinang","17/11/2020","1/1/2021","31/12/2021","15/03/2021","Runcit",5.4197673,100.3169159,"osm"
"219",219,"PA0219/2021",23307,"SHARON WONG KAI XIAN","FARMASI SRI NIBONG SDN BHD [GEORGETOWN PHARMACY]","52,Jalan Mahsuri,11950,Bayan Baru,Barat Daya,Pulau Pinang","17/11/2020","1/1/2021","31/12/2021","29/01/2021","Runcit",5.3269491,100.2858152,"osm"
"220",220,"PA0220/2021",23310,"SOON EAN PENG","Watson's Personal Care Stores Sdn Bhd","100-LG-12A,Queensbay Mall, Persiaran Bayan Indah,11900,Bayan Lepas,Barat Daya,Pulau Pinang","17/11/2020","1/1/2021","31/12/2021","","Runcit",5.3331774,100.3066084,"google"
"221",221,"PA0221/2021",23311,"GOH YEW LEE","City Healthcare Pharmacy (Air Itam) Sdn Bhd [City Healthcare Pharmacy]","606-A,Jalan Paya Terubong,11500,Air Itam,Timur Laut,Pulau Pinang","19/11/2020","1/1/2021","31/12/2021","","Runcit",5.4019168,100.2783612,"osm"
"222",222,"PA0222/2021",23312,"SAW JIA YING","Farmasi Bukit Panchor Sdn Bhd","132,Lorong Bukit Panchor 1, Taman Bukit Panchor,14300,Nibong Tebal,Seberang Perai Selatan,Pulau Pinang","19/11/2020","1/1/2021","31/12/2021","","Runcit",5.1770224,100.4874756,"osm"
"223",223,"PA0223/2021",23313,"NG KEAN AUN","Mega Kulim Pharmacy Sdn Bhd [Mega Kulim Pharmacy]","16,Lebuh Kurau 3, Taman Chai Leng,13700,Perai,Seberang Perai Tengah,Pulau Pinang","19/11/2020","1/1/2021","31/12/2021","23/04/2021","Runcit",5.3855573,100.3920302,"osm"
"224",224,"PA0224/2021",23314,"KHOR SHER LEEN","GUARDIAN HEALTH AND BEAUTY [GUARDIAN PHARMACY]","78-G-10 & 78-G-11,Jalan Tengah, Giant Hypermarket Bayan Baru,11900,Bayan Lepas,Barat Daya,Pulau Pinang","19/11/2020","1/1/2021","31/12/2021","","Runcit",5.3211812,100.2840576,"google"
"225",225,"PA0225/2021",23315,"TEE FOONG PENG","Farmasi Harmoni [FARMASI HARMONI]","62,Lorong Perda Utama 1, Bandar Perda,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","19/11/2020","1/1/2021","31/12/2021","","Runcit",5.36717,100.4317909,"osm"
"226",226,"PA0226/2021",23316,"LEONG KIN PENG","City Healthcare Pharmacy (Farlim) Sdn. Bhd. [City Healthcare Pharmacy]","No. 32A,Lintang Angsana,11500,Farlim,Timur Laut,Pulau Pinang","19/11/2020","1/1/2021","31/12/2021","","Runcit",5.3883685,100.2823686,"osm"
"227",227,"PA0227/2021",23317,"MONICCA A/P THOMAS","AFDZAL CONSULTANCY SDN BHD [FARMASI DOC'S STATION]","34A,Lorong Bertam Indah 12, Taman Bertam Indah,13200,Kepala Batas,Seberang Perai Utara,Pulau Pinang","19/11/2020","1/1/2021","31/12/2021","","Borong & Runcit",5.5210155,100.4357159,"osm"
"228",228,"PA0228/2021",23318,"LO WEI TING","MEDS AND VITS PHARMACY [M&V PHARMACY]","G-10, TINGKAT BAWAH, PANGSAPURI OREN 3,Jalan Pantai Bersih,13000,Butterworth,Seberang Perai Utara,Pulau Pinang","19/11/2020","1/1/2021","31/12/2021","28/04/2021","Runcit",5.4441727,100.3817488,"google"
"229",229,"PA0229/2021",23319,"SOO SUET LING","MEDS AND VITS PHARMACY [M&V PHARMACY]","G-10, TINGKAT BAWAH, PANGSAPURI OREN 3,Jalan Pantai Bersih,13000,Butterworth,Seberang Perai Utara,Pulau Pinang","19/11/2020","1/1/2021","31/12/2021","8/3/2021","Runcit",5.4441727,100.3817488,"google"
"230",230,"PA0230/2021",23320,"LEE CHEE BENG","NATURAL HEALTHY LIVING SDN BHD [NATURAL HEALTHY LIVING FARMASI]","B-G-36, Ground Floor,One Stop Complex, Midlands Park, Jalan Burmah,10350,Georgetown,Timur Laut,Pulau Pinang","19/11/2020","1/1/2021","31/12/2021","","Runcit",5.4331508,100.3061405,"google"
"231",231,"PA0231/2021",23321,"NAZURATUNNADIAH BINTI ALIAS","Farmasi Asnaf","2635,Jalan Hashim Awang,13300,Tasek Gelugor,Seberang Perai Utara,Pulau Pinang","19/11/2020","1/1/2021","31/12/2021","","Runcit",5.4784629,100.5013351,"osm"
"232",232,"PA0232/2021",23322,"TEOH CHIA SEN","WELLINGS PHARMACY SDN BHD [WELLINGS PHARMACY]","294,Jalan Macalister,10450,Georgetown,Timur Laut,Pulau Pinang","19/11/2020","1/1/2021","31/12/2021","","Runcit",5.4197673,100.3169159,"osm"
"233",233,"PA0233/2021",23323,"TAN JIA JIN","The Pill House Pharmacy Sdn Bhd [Georgetown Pharmacy]","336F-G,Jalan Perak,11600,Georgetown,Timur Laut,Pulau Pinang","19/11/2020","1/1/2021","31/12/2021","","Runcit",5.3984019,100.3149396,"google"
"234",234,"PA0234/2021",23324,"LIM CHIA CHUANG","FARMASI ANG & ANG [FARMASI ANG & ANG]","25,Jalan Kendi, Taman Merak Jaya,14100,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang","19/11/2020","1/1/2021","31/12/2021","","Runcit",5.271988,100.46858,"google"
"235",235,"PA0235/2021",23325,"KOAY WAN LEE","CITY WELLNESS PHARMACY SDN BHD [CITY WELLNESS PHARMACY]","1-G, GROUND FLOOR,Lorong Delima 5, Island Glades,11700,Island Glades,Timur Laut,Pulau Pinang","19/11/2020","1/1/2021","31/12/2021","","Runcit",5.3832956,100.3007724,"google"
"236",236,"PA0236/2021",23326,"OH HUI SHIAN","FARMASI MY-CHEMIST (R.UDA) SDN. BHD. [FARMASI MY-CHEMIST]","21,Tingkat Mawar, Jalan Raja Uda,12300,Butterworth,Seberang Perai Utara,Pulau Pinang","19/11/2020","1/1/2021","31/12/2021","","Runcit",5.4253102,100.3846542,"google"
"237",237,"PA0237/2021",23327,"ANGELINE NGU WEI YAN","Blooming Health Pharmacy Sdn Bhd [Georgetown Pharmacy]","62-1 and 62A-1 Farlim Square,Jalan Pisang Berangan,11500,Air Itam,Timur Laut,Pulau Pinang","19/11/2020","1/1/2021","31/12/2021","","Runcit",5.3968592,100.2862642,"google"
"238",238,"PA0238/2021",23328,"TAN SHU HWA","G&T Pharma Sdn Bhd [Farmasi Mercury]","9,Jalan Todak 6, Pusat Komersial Sunway Perdana,13700,Perai,Seberang Perai Tengah,Pulau Pinang","19/11/2020","1/1/2021","31/12/2021","","Runcit",5.39811625,100.4001187,"osm"
"239",239,"PA0239/2021",23329,"NG LEE CHIN","FARMASI MY-CHEMIST(B.M) SDN BHD [FARMASI MY-CHEMIST]","NO 8,Tingkat Bukit Minyak 9, Taman Bukit Minyak,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","19/11/2020","1/1/2021","31/12/2021","","Runcit",5.3286801,100.4468121,"osm"
"240",240,"PA0240/2021",23330,"YEAP BEE LENG","ALPRO ALLIANCE (PENANG) SDN BHD [FARMASI ALPRO]","NO.37,Jalan Todak 6, Pusat Komersial Sunway Perdana,13700,Perai,Seberang Perai Tengah,Pulau Pinang","19/11/2020","1/1/2021","31/12/2021","","Runcit",5.3948755,100.4001012,"osm"
"241",241,"PA0241/2021",23331,"ELAINE TAN HUI CHUEN","The Pill House Pharmacy Sdn. Bhd. [Georgetown Pharmacy]","336F-G,Jalan Perak,10150,Georgetown,Timur Laut,Pulau Pinang","19/11/2020","1/1/2021","31/12/2021","","Runcit",5.3984019,100.3149396,"google"
"242",242,"PA0242/2021",23332,"HAZIRAH BINTI ISHAK","FARMASI HARMONI SHIFA SDN BHD [FARMASI HARMONI SHIFA]","30-TKT G,Jalan Oren Hartamas, Taman Oren Hartamas,14400,Kubang Semang,Seberang Perai Tengah,Pulau Pinang","19/11/2020","1/1/2021","31/12/2021","","Runcit",5.4079439,100.4786878,"google"
"243",243,"PA0243/2021",23333,"HEAH CHEW TENG @ HEAH KIM TEIK","Thye Pharma Sdn Bhd","No. 2,Lorong Industri Ringan Permatang Tinggi 8, Kawasan Industri Ringan Permatang Tinggi,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","19/11/2020","1/1/2021","31/12/2021","","Borong & Runcit",5.3051599,100.4768815,"google"
"244",244,"PA0244/2021",23334,"LIM GAUK KHENG","RHECO PHARMACY SDN BHD [FARMASI RHECO SDN. BHD.]","606 E,Jalan Paya Terubong,11500,Air Itam,Timur Laut,Pulau Pinang","25/11/2020","1/1/2021","31/12/2021","23/07/2021","Borong & Runcit",5.4019168,100.2783612,"osm"
"245",245,"PA0245/2021",23335,"OH HUI CHUIN","MEYONG FARM","11,Jalan Ong Yi How,13400,Butterworth,Seberang Perai Tengah,Pulau Pinang","25/11/2020","1/1/2021","31/12/2021","","Borong",5.4335636,100.3937842,"google"
"246",246,"PA0246/2021",23336,"MOHAMMAD ROSDI BIN OMAR","Remedi Pharmacy","17,Jalan Sungai Jawi, Taman Sungai Jawi,14200,Sungai Jawi,Seberang Perai Selatan,Pulau Pinang","25/11/2020","1/1/2021","31/12/2021","","Runcit",5.200588,100.497704,"google"
"247",247,"PA0247/2021",23337,"ALAN MARTIN LEWIS","PRIME PHARMACEUTICAL SDN BHD","1505,Lorong Perusahaan Utama 1, Kawasan Perindustrian Bukit Tengah,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","25/11/2020","1/1/2021","31/12/2021","","Borong",5.3367488,100.4365697,"google"
"248",248,"PA0248/2021",23338,"IRDA HASLINDA BINTI HASSAN","GUARDIAN HEALTH AND BEAUTY SDN BHD [GUARDIAN PHARMACY]","1820-G1,Jalan Perusahaan, Auto City, North-south Highway, Juru Interchange,13600,Perai,Seberang Perai Tengah,Pulau Pinang","25/11/2020","1/1/2021","31/12/2021","","Runcit",5.3378865,100.4286675,"google"
"249",249,"PA0249/2021",23339,"TUNG KEAN SENG","THE PILL HOUSE PHARMACY SDN. BHD. [GEORGETOWN PHARMACY]","598-GF-08, MENARA ASAS,Jalan Tanjung Bungah,11200,Tanjong Bungah,Timur Laut,Pulau Pinang","25/11/2020","1/1/2021","31/12/2021","","Runcit",5.465103,100.284042,"google"
"250",250,"PA0250/2021",23340,"BRENDA HO","THE PILL HOUSE PHARMACY SDN. BHD. [GEORGETOWN PHARMACY]","598-GF-08, MENARA ASAS,Jalan Tanjung Bungah,11200,Tanjong Bungah,Timur Laut,Pulau Pinang","25/11/2020","1/1/2021","31/12/2021","","Runcit",5.465103,100.284042,"google"
"251",251,"PA0251/2021",23341,"NG AIK HAN","Desmaju Sdn. Bhd.","74,Jalan Perniagaan, Pusat Perniagaan Alma,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","25/11/2020","1/1/2021","31/12/2021","","Borong & Runcit",5.3337807,100.4808496,"osm"
"252",252,"PA0252/2021",23342,"TENG WEI SHENG","GUARDIAN HEALTH AND BEAUTY [GUARDIAN PHARMACY]","78-G-10 & 78-G-11,Jalan Tengah, Giant Hypermarket Bayan Baru,11900,Bayan Lepas,Barat Daya,Pulau Pinang","25/11/2020","1/1/2021","31/12/2021","","Runcit",5.3211812,100.2840576,"google"
"253",253,"PA0253/2021",23343,"KHIRI AZAMAN BIN KHALID","EXCELCARE CHEMIST [EXCELCARE CHEMIST]","3,Lorong Machang 1, Taman Pengkalan Machang,13800,Butterworth,Seberang Perai Utara,Pulau Pinang","25/11/2020","1/1/2021","31/12/2021","","Runcit",5.4425295,100.4311785,"osm"
"254",254,"PA0254/2021",23344,"RUKUMANI A/P CHANDIRAN","EURO-CHEMO PHARMA SDN.BHD [EURO CHEMO PHARMA SDN.BHD]","2408,Lorong Perusahaan 1, Prai Industrial Estate,13600,Perai,Seberang Perai Tengah,Pulau Pinang","25/11/2020","1/1/2021","31/12/2021","","Borong",5.3724521,100.3929287,"google"
"255",255,"PA0255/2021",23345,"TEE CHIN NEE","Island Hospital Sdn Bhd [Island Hospital]","308,Jalan Macalister,10450,Georgetown,Timur Laut,Pulau Pinang","25/11/2020","1/1/2021","31/12/2021","","Runcit",5.42229135,100.314028199346,"osm"
"256",256,"PA0256/2021",23346,"LEONG KAR HING","Island Hospital Sdn Bhd [Island Hospital]","308,Jalan Macalister,10450,Georgetown,Timur Laut,Pulau Pinang","25/11/2020","1/1/2021","31/12/2021","","Runcit",5.42229135,100.314028199346,"osm"
"257",257,"PA0257/2021",23347,"JOYCEE OOI LI YING","Mount Miriam Cancer Hospital","23,Jalan Bulan, Fettes Park,11200,Tanjong Bungah,Timur Laut,Pulau Pinang","25/11/2020","1/1/2021","31/12/2021","","Runcit",5.4591842,100.3005475,"google"
"258",258,"PA0258/2021",23349,"NORLIANI BINTI ZULKIFLI","Golver Health Enterprise [U.n.i Farmasi]","LOT 3-8,Rumah Kedai Jalan Desa Kuala Muda, Taman Desa Kuala Muda,13100,Penaga,Seberang Perai Utara,Pulau Pinang","1/12/2020","1/1/2021","31/12/2021","11/6/2021","Runcit",5.5706471,100.3518947,"google"
"259",259,"PA0259/2021",23350,"VARUNEE SARARAKS","Island Hospital Sdn Bhd [Island Hospital]","308,Jalan Macalister,10450,Georgetown,Timur Laut,Pulau Pinang","1/12/2020","1/1/2021","31/12/2021","","Runcit",5.42229135,100.314028199346,"osm"
"260",260,"PA0260/2021",23351,"SIVA MALAR A/P GANASEN","Loh Guan Lye and Sons Sdn Bhd [Loh Guan Lye Specialists Centre]","19 & 21,Jalan Logan,10400,Georgetown,Timur Laut,Pulau Pinang","1/12/2020","1/1/2021","31/12/2021","","Runcit",5.42055705,100.317936153564,"osm"
